calculation_id,formula,source_ids,assumption_ids,input_values,input_units,output_value,output_unit,script_path,script_version,notes
CALC_VC_ROAD_PHL_TRA_VAN_H2,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=48319.85945,per km;USD/vehicle,89.2098499921181,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 48.31985945 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_VAN_LIQ,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=17532.61599,per km;USD/vehicle,32.36934172078414,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 17.53261599 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_VAN_NG,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=17532.61599,per km;USD/vehicle,32.36934172078414,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 17.53261599 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_BUS_PHEV,VC = mean of the same-class internal-combustion and battery-electric proposals,SRC_VC_PIDS_DPS1502_T5,ASM_PHEV_CAPEX_DEFECT,ice=137.59039345079114;bev=267.11874908095587,MUSD/10^9km;MUSD/10^9km,202.35457126587352,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"Deliberately not scaled from this technology's own CapitalCost (75000 MUSD per 10^3 vehicles), which is about 1000 times too large"
CALC_VC_ROAD_PHL_TRA_CAR_PHEV,VC = mean of the same-class internal-combustion and battery-electric proposals,SRC_VC_PIDS_DPS1502_T5,ASM_PHEV_CAPEX_DEFECT,ice=24.99717734498046;bev=36.02622417702777,MUSD/10^9km;MUSD/10^9km,30.511700761004114,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"Deliberately not scaled from this technology's own CapitalCost (14000 MUSD per 10^3 vehicles), which is about 1000 times too large"
CALC_VC_ROAD_PHL_TRA_TRUH_PHEV,VC = mean of the same-class internal-combustion and battery-electric proposals,SRC_VC_PIDS_DPS1502_T5,ASM_PHEV_CAPEX_DEFECT,ice=104.36970174674774;bev=257.1274350441954,MUSD/10^9km;MUSD/10^9km,180.74856839547158,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"Deliberately not scaled from this technology's own CapitalCost (57000 MUSD per 10^3 vehicles), which is about 1000 times too large"
CALC_VC_ROAD_PHL_TRA_TRUL_PHEV,VC = mean of the same-class internal-combustion and battery-electric proposals,SRC_VC_PIDS_DPS1502_T5,ASM_PHEV_CAPEX_DEFECT,ice=32.36934172078414;bev=52.324831403278715,MUSD/10^9km;MUSD/10^9km,42.34708656203143,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"Deliberately not scaled from this technology's own CapitalCost (18000 MUSD per 10^3 vehicles), which is about 1000 times too large"
CALC_VC_ROAD_PHL_TRA_VAN_PHEV,VC = mean of the same-class internal-combustion and battery-electric proposals,SRC_VC_PIDS_DPS1502_T5,ASM_PHEV_CAPEX_DEFECT,ice=32.36934172078414;bev=52.324831403278715,MUSD/10^9km;MUSD/10^9km,42.34708656203143,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"Deliberately not scaled from this technology's own CapitalCost (18000 MUSD per 10^3 vehicles), which is about 1000 times too large"
CALC_VC_US_DEFLATOR_2022_2020,deflator = US CPI(2020) / US CPI(2022),SRC_VC_WB_CPI_USA,,cpi2020=118.690501577198;cpi2022=134.21120616846,index 2010=100;index 2010=100,0.8843561202200908,dimensionless,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_POWER_PHL_POW_CHP_BIOM_FIT_OLD,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=5.44;deflator=0.8843561202200908,2022USD/MWh;dimensionless,1.336360359443693,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Biomass', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_CHP_BIOM_OLD,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=5.44;deflator=0.8843561202200908,2022USD/MWh;dimensionless,1.336360359443693,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Biomass', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_CHP_COAL_OLD,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=5.06;deflator=0.8843561202200908,2022USD/MWh;dimensionless,1.2430116578649053,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Ultra-supercritical coal (USC)', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_CHP_OIL_OFFGRID,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=6.4;deflator=0.8843561202200908,2022USD/MWh;dimensionless,1.5721886581690505,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Internal combustion engine', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_CHP_OIL_OLD,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=6.4;deflator=0.8843561202200908,2022USD/MWh;dimensionless,1.5721886581690505,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Internal combustion engine', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_GEO_OLD,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=1.31;deflator=0.8843561202200908,2022USD/MWh;dimensionless,0.3218073659689775,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Geothermal', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_COAL,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=5.06;deflator=0.8843561202200908,2022USD/MWh;dimensionless,1.2430116578649053,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Ultra-supercritical coal (USC)', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_COAL_CCS,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=12.35;deflator=0.8843561202200908,2022USD/MWh;dimensionless,3.0338328013105893,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'USC with 90% CCS', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_H2,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=5.06;deflator=0.8843561202200908,2022USD/MWh;dimensionless,1.2430116578649053,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Combustion turbine - industrial frame', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_HY_LA,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=1.57;deflator=0.8843561202200908,2022USD/MWh;dimensionless,0.3856775302070952,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Conventional hydroelectric', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_NGCC,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=2.87;deflator=0.8843561202200908,2022USD/MWh;dimensionless,0.7050283513976835,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Combined-cycle single-shaft', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_NGCC_CCS,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=6.57;deflator=0.8843561202200908,2022USD/MWh;dimensionless,1.6139499194016658,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Combined-cycle with 90% CCS', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_NU,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=2.67;deflator=0.8843561202200908,2022USD/MWh;dimensionless,0.6558974558299007,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Nuclear - light water reactor', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_NUSMR,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=3.38;deflator=0.8843561202200908,2022USD/MWh;dimensionless,0.8303121350955297,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Nuclear - small modular reactor', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_SPV,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=0.0;deflator=0.8843561202200908,2022USD/MWh;dimensionless,0.0,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Solar PV - tracking', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_WOF,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=0.0;deflator=0.8843561202200908,2022USD/MWh;dimensionless,0.0,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Wind - offshore', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_WON,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=0.0;deflator=0.8843561202200908,2022USD/MWh;dimensionless,0.0,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Wind', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_RE_OFFGRID,VC = Variable O&M (2022 USD/MWh) / 3.6 GJ per MWh x US CPI deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_EIA_PROXY;ASM_VC_UNITS_USD_PER_GJ,vom=0.0;deflator=0.8843561202200908,2022USD/MWh;dimensionless,0.0,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"EIA AEO2023 Table 1 page 2, row 'Solar PV with storage', column 'Variable O&M'"
CALC_VC_POWER_PHL_POW_PP_BIOM_CCS,VC = (biomass VOM + (coal 90pct CCS VOM - coal VOM)) / 3.6 x deflator,SRC_VC_EIA_AEO2023_T1;SRC_VC_WB_CPI_USA,ASM_CCS_INCREMENT;ASM_VC_UNITS_USD_PER_GJ,biomass=5.44;ccs_increment=7.29;deflator=0.8843561202200908,2022USD/MWh;2022USD/MWh;dimensionless,3.127181502889377,MUSD/PJ (= 2020 USD/GJ),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,EIA AEO2023 Table 1 page 2 has no biomass-with-capture row
