tech,tech_id,mode,activity_unit,input_commodities,output_commodities,mode_is_active
LNDMZELRTOT,TEC_yi712,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDMZELRTOT,TEC_yi712,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LOTHHITOT,yes
LNDOTHHITOT,TEC_7er3u,2,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,4,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,5,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,6,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,7,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,8,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,9,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,10,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,11,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,12,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,13,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,14,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,15,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,16,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHITOT,TEC_7er3u,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LOTHHRTOT,yes
LNDOTHHRTOT,TEC_aoh6k,2,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,4,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,5,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,6,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,7,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,8,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,9,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,10,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,11,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,12,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,13,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,14,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,15,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,16,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHHRTOT,TEC_aoh6k,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LOTHLITOT,yes
LNDOTHLITOT,TEC_fywq7,2,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,4,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,5,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,6,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,7,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,8,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,9,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,10,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,11,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,12,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,13,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,14,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,15,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,16,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLITOT,TEC_fywq7,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LOTHLRTOT,yes
LNDOTHLRTOT,TEC_ch4nk,2,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,4,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,5,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,6,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,7,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,8,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,9,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,10,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,11,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,12,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,13,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,14,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,15,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,16,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHLRTOT,TEC_ch4nk,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_OTHER;LOTHTOT,yes
LNDOTHTOT,TEC_zty92,2,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LOTHTOT,yes
LNDOTHTOT,TEC_zty92,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,4,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,5,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,6,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,7,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,8,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,9,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,10,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,11,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,12,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,13,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,14,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,15,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,16,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDOTHTOT,TEC_zty92,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LRCPHITOT,yes
LNDRCPHITOT,TEC_dyiju,2,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,4,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,5,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,6,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,7,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,8,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,9,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,10,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,11,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,12,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,13,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,14,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,15,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,16,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHITOT,TEC_dyiju,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LRCPHRTOT,yes
LNDRCPHRTOT,TEC_gnski,2,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,4,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,5,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,6,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,7,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,8,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,9,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,10,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,11,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,12,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,13,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,14,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,15,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,16,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPHRTOT,TEC_gnski,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LRCPLITOT,yes
LNDRCPLITOT,TEC_3f392,2,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,4,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,5,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,6,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,7,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,8,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,9,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,10,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,11,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,12,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,13,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,14,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,15,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,16,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLITOT,TEC_3f392,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LRCPLRTOT,yes
LNDRCPLRTOT,TEC_2vnpr,2,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,4,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,5,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,6,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,7,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,8,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,9,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,10,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,11,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,12,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,13,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,14,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,15,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,16,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,17,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,18,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,19,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,20,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,21,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,22,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,23,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,24,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,25,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,26,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,27,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,28,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,29,10<sup>3</sup>km<sup>2</sup>,,,no
LNDRCPLRTOT,TEC_2vnpr,30,10<sup>3</sup>km<sup>2</sup>,,,no
LNDSGCHITOT,TEC_xc9n1,1,10<sup>3</sup>km<sup>2</sup>,PHL_LND,ENV_LND_CROPLAND;LSGCHITOT,yes
LNDSGCHITOT,TEC_xc9n1,2,10<sup>3</sup>km<sup>2</sup>,,,no
LNDSGCHITOT,TEC_xc9n1,3,10<sup>3</sup>km<sup>2</sup>,,,no
LNDSGCHITOT,TEC_xc9n1,4,10<sup>3</sup>km<sup>2</sup>,,,no
