run,region,year,domain,reporter,mode,account,unit,value,equation,interpretation
Base_v12,RE1,2030,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,289.34159999999997,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2030,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,162.808,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2030,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2030,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2030,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2030,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8796,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2030,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2030,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,130.5271,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2030,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2031,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,389.7465999999995,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2031,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.685900000000018,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2031,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,267.44759999999985,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2031,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,288.13349999999986,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2031,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,161.2814,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2031,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2031,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2031,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2031,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8894,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2031,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2031,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,132.0439,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2031,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2032,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,388.5395999999999,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2032,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.717099999999977,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2032,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,265.73580000000004,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2032,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,286.4529,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2032,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,159.7548,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2032,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2032,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2032,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2032,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8992,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2032,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2032,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,133.5607,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2032,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2033,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,387.3303999999999,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2033,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.74849999999997,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2033,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,264.3621000000001,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2033,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,285.1106000000001,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2033,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,158.2282,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2033,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2033,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2033,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2033,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.9089,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2033,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2033,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,135.0775,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2033,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2034,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,386.12389999999994,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2034,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.779799999999994,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2034,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,264.11690000000027,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2034,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,284.89670000000024,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2034,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,156.7016,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2034,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2034,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2034,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2034,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.9187,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2034,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2034,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,136.5944,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2034,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2035,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,385.1285999999996,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2035,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.77039999999999,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2035,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,262.6453000000002,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2035,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,283.4157000000002,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2035,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,154.9677,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2035,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2035,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2035,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2035,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.9285,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2035,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2035,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,138.3185,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2035,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2036,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,383.9909999999999,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2036,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.8032,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2036,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,261.15430000000015,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2036,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,281.95750000000015,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2036,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,153.592,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2036,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2036,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2036,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2036,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.9373,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2036,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2036,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,139.6854,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2036,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2037,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,382.85249999999996,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2037,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.838399999999965,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2037,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,259.17229999999984,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2037,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,280.0106999999998,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2037,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,152.2163,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2037,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2037,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2037,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2037,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.9462,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2037,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2037,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,141.0522,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2037,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2038,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,381.7162999999999,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2038,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.8683,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2038,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,257.10220000000027,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2038,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,277.97050000000024,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2038,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,150.8407,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2038,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2038,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2038,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2038,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.955,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2038,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2038,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,142.419,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2038,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2039,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,380.5807999999992,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2039,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.900399999999994,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2039,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,254.39589999999993,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2039,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,275.2962999999999,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2039,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,149.465,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2039,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2039,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2039,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2039,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.9638,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2039,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2039,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,143.7858,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2039,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2040,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,379.44140000000027,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2040,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.932299999999966,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2040,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,257.11880000000036,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2040,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,278.0511000000003,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2040,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,148.0893,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2040,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2040,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2040,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2040,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.9727,activity(ENV_LAND mode 5),Model-defined built-up land state
