block,technology,technology_id,mode,years,value_before,value_after,method,source_ids,confidence
crop,LNDAGRPHLC04,TEC_ckkki,23,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,24,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,23,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,24,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,23,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,24,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,23,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,24,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,23,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,24,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,6,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,9,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,6,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,9,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,6,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,9,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,6,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,9,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,6,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,9,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,6,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,9,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,6,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,9,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,6,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,9,34,0.0001,83.95095555745723,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,3,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,18,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,3,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,18,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,3,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,18,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,3,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,18,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,3,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,18,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,3,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,18,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,3,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,18,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,3,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,18,34,0.0001,89.67759843205299,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,5,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,13,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,5,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,13,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,5,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,13,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,5,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,13,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,5,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,13,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,5,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,13,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,5,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,13,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,5,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,13,34,0.0001,185.0219762166209,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,1,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,12,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,1,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,12,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,1,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,12,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,1,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,12,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,1,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,12,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,1,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,12,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,1,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,12,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,1,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,12,34,0.0001,197.64309261379358,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,11,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,14,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,17,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,19,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,11,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,14,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,17,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,19,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,11,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,14,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,17,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,19,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,11,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,14,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,17,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,19,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,11,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,14,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,17,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,19,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,11,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,14,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,17,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,19,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,11,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,14,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
